Number,Gender,GivenName,MiddleInitial,Surname,StreetAddress,EmailAddress,Username,TelephoneNumber,Birthday,NationalID,BloodType
197,male,Alexander,Þ,Árnþórsson,Laugarvegur 3,AlexanderArnorsson@superrito.com,Grecenive,411 0871,6/30/1965,,B+
198,female,Lára,I,Eyðfinnsdóttir,Ólafsbraut 65,LaraEyfinnsdottir@teleworm.us,Nersese,486 9349,10/22/1941,,A+
199,male,Unnþór,S,Gunnarsson,Borgarholtsbraut 84,UnnorGunnarsson@teleworm.us,Unnpooled,414 2951,3/20/1931,,O+
200,female,Hallgerður,E,Haraldsdóttir,Ráðhústorg 53,HallgerurHaraldsdottir@jourrapide.com,Wounieve,423 3762,8/22/1992,,A+
201,male,Esjar,Á,Guðgeirsson,Snorragata 27,EsjarGugeirsson@teleworm.us,Frovenses48,423 9227,5/26/1948,,A+
202,male,Klængur,S,Eiríksson,Hvanneyrarbraut 97,KlaengurEiriksson@fleckens.hu,Dops1991,483 1320,10/7/1991,,O+
203,female,Rúna,H,Örlygsdóttir,Súluvegur 74,RunaOrlygsdottir@armyspy.com,Suctioughat,410 8497,11/7/1943,,O-
204,female,Bergdís,M,Guðsteinsdóttir,Geislagata 43,BergdisGusteinsdottir@dayrep.com,Frive1931,478 6835,11/4/1931,,O+
205,male,Hugi,O,Helguson,Aðalstræti 63,HugiHelguson@jourrapide.com,Forld1956,474 3896,3/10/1956,,O+
206,male,Ingi,Á,Olgeirsson,Ennisbraut 51,IngiOlgeirsson@jourrapide.com,Villity,474 9306,6/25/1949,,A+
207,male,Jósef,Þ,Sigvaldason,Árbraut 12,JosefSigvaldason@dayrep.com,Nizips,453 6004,6/16/1934,,B+
208,male,Marko,Þ,Þrastarson,Sigtuni 49,Markorastarson@armyspy.com,Ruty1974,423 7864,11/5/1974,,O+
209,female,Þórunn,B,Steindórsdóttir,Grýtubakki 33,orunnSteindorsdottir@armyspy.com,Coneve,445 6786,5/17/1976,,B+
210,male,Valdimar,L,Maríasson,Hnjúkabyggð 91,ValdimarMariasson@superrito.com,Eful1948,415 1163,9/23/1948,,AB+
211,female,Rósey,V,Guðmundsdóttir,Klausturvegur 10,RoseyGumundsdottir@fleckens.hu,Gice1942,411 2980,11/30/1942,,O-
212,male,Óli,F,Agnarsson,Borgartuni 82,OliAgnarsson@jourrapide.com,Bendind,425 5590,10/14/1950,,O+
213,male,Arnór,A,Kristinsson,Brekkugata 61,ArnorKristinsson@cuvox.de,Hation,473 4970,7/5/1961,,O+
214,male,Valur,J,Haraldsson,Hvanneyrarbraut 30,ValurHaraldsson@armyspy.com,Evin1981,442 6148,3/14/1981,,A+
215,male,Úlfar,R,Ársælsson,Gránugata 36,UlfarArsaelsson@fleckens.hu,Priond,433 3577,8/14/1943,,A-
216,female,Fríða,V,Steinarsdóttir,Hvanneyrarbraut 10,FriaSteinarsdottir@cuvox.de,Rainkinste,411 1630,11/12/1944,,A+
217,female,Guðleif,S,Bergsdóttir,Sudurlandsbraut 4,GuleifBergsdottir@cuvox.de,Youriaget,480 8154,4/6/1984,,O+
218,male,Ásmundur,Þ,Jakobsson,Tungata 40,AsmundurJakobsson@fleckens.hu,Herainestold,483 4170,3/10/1953,,A+
219,female,Ella,V,Sigfúsdóttir,Midhraun 77,EllaSigfusdottir@teleworm.us,Trandaste,443 4748,9/21/1981,,O+
220,female,Sigurfinna,S,Guðbrandsdóttir,Aðalgata 6,SigurfinnaGubrandsdottir@rhyta.com,Wevermany,419 5333,3/13/1988,,A+
221,female,Elisabet,Þ,Hallmundsdóttir,Alfaskeid 22,ElisabetHallmundsdottir@einrot.com,Dene1947,489 1718,5/25/1947,,O+
222,male,Njörður,A,Márusson,Skolavordustig 1,NjorurMarusson@cuvox.de,Yind1930,477 1065,12/21/1930,,O+
223,female,Snæfríður,J,Sigurþórsdóttir,Kirkjutorg 64,SnaefriurSigurorsdottir@dayrep.com,Magned1943,421 1191,2/8/1943,,B+
224,female,Vigdís,H,Kristjánsdóttir,Grýtubakki 93,VigdisKristjansdottir@teleworm.us,Suand1977,439 1274,2/27/1977,,A+
225,female,Jóna,S,Guðgeirsdóttir,Fagradalsbraut 37,JonaGugeirsdottir@rhyta.com,Thaterisaing,430 0751,2/13/1979,,A+
226,male,Arthur,S,Oddbergsson,Sidumula 53,ArthurOddbergsson@cuvox.de,Ragretheable,477 4504,2/23/1993,,B+
227,female,Dagbjört,A,Gunnlaugsdóttir,Tungata 12,DagbjortGunnlaugsdottir@rhyta.com,Netrat,439 9898,12/2/1935,,O+
228,male,Sighvatr,Á,Ágústsson,Sidumula 38,SighvatrAgustsson@fleckens.hu,Mandeseent,467 7199,1/22/1936,,A+
229,female,Rúna,I,Böðvarsdóttir,Sundlaugavegur 94,RunaBovarsdottir@fleckens.hu,Witicked,446 3253,5/10/1933,,AB+
230,male,Áslákur,R,Kristleifsson,Tungata 48,AslakurKristleifsson@superrito.com,Fesion,446 3462,11/18/1931,,O+
231,female,Auður,D,Þórólfsdóttir,Nesvegi 70,Auurorolfsdottir@jourrapide.com,Waitted1936,445 3575,4/18/1936,,O-
232,male,Jón,V,Ingþórsson,Nesvegur 59,JonIngorsson@jourrapide.com,Sphe1968,427 9156,3/11/1968,,B+
233,female,Aðalbjörg,Þ,Ellertsdóttir,Austurstraeti 88,AalbjorgEllertsdottir@einrot.com,Thandeant41,413 7633,4/25/1941,,A+
234,male,Guðmar,H,Hákonarson,Hofsbót 88,GumarHakonarson@einrot.com,Armest1933,488 3970,3/8/1933,,O+
235,male,Auðunn,T,Rósmundsson,Garðavegur 69,AuunnRosmundsson@rhyta.com,Saftention,429 8440,10/2/1959,,B+
236,female,Mjöll,S,Þorsteinsdóttir,Holtagata 72,Mjollorsteinsdottir@rhyta.com,Labould88,423 8257,1/14/1988,,B+
237,female,Hugrún,A,Hallgrímsdóttir,Grundargötu 35,HugrunHallgrimsdottir@jourrapide.com,Ancessiond,432 0767,12/28/1951,,A+
238,male,Ingvar,S,Hilmarsson,Fífubarð 22,IngvarHilmarsson@rhyta.com,Downe1938,477 5358,8/20/1938,,A+
239,female,Árný,M,Magnúsdóttir,Bjarnarbraut 29,ArnyMagnusdottir@fleckens.hu,Corne1972,437 1119,3/5/1972,,O+
240,female,Guðleif,E,Héðinsdóttir,Sudurlandsbraut 31,GuleifHeinsdottir@dayrep.com,Thertow1933,431 8713,9/5/1933,,B+
241,male,Björgvin,K,Vagnsson,Hofsbót 19,BjorgvinVagnsson@superrito.com,Fookistand49,413 4396,4/26/1949,,B+
242,male,Birkir,I,Héðinsson,Ráðhústorg 59,BirkirHeinsson@einrot.com,Occred,467 5929,7/31/1931,,O+
243,female,Hallgerður,S,Valberg,Midhraun 95,HallgerurValberg@cuvox.de,Thadvan,461 7195,9/20/1987,,A+
244,male,Þorleifur,A,Magnússon,Þrúðvangur 69,orleifurMagnusson@gustr.com,Horanot,413 2177,5/12/1961,,O+
245,female,Snjólaug,F,Jensdóttir,Þingvallastræti 78,SnjolaugJensdottir@cuvox.de,Mosithe,429 0614,4/2/1941,,O+
246,male,Benedikt,Á,Davíðsson,Túnbraut 14,BenediktDavisson@einrot.com,Opli1930,451 8369,11/19/1930,,O+
247,female,Freydís,Ó,Sigurþórsdóttir,Sævar 34,FreydisSigurorsdottir@rhyta.com,Saity1966,444 9222,5/4/1966,,A+
248,male,Veturliði,E,Sigurpálsson,Þorsteinsgata 96,VeturliiSigurpalsson@superrito.com,Cafrocks83,452 8719,8/30/1983,,B+
249,male,Sveinn,S,Zóphoníasson,Nesvegur 35,SveinnZophoniasson@einrot.com,Slacke,411 3993,9/4/1928,,AB+
250,male,Jósef,N,Guðþórsson,Þingvallastræti 5,JosefGuorsson@armyspy.com,Thensce,454 7397,1/31/1947,,B+
251,male,Kári,E,Ludwigsson,Adalstraeti 24,KariLudwigsson@gustr.com,Timust,452 7234,12/15/1989,,B+
252,female,Laufey,S,Gunnlaugsdóttir,Holmatun 28,LaufeyGunnlaugsdottir@jourrapide.com,Songing,467 8485,1/29/1941,,B+
253,male,Matthías,Á,Edgarsson,Norðurbrún 94,MatthiasEdgarsson@superrito.com,Mysecutage,466 8537,7/14/1944,,O+
254,female,Áslaug,Á,Þórólfsdóttir,Sorlaskeid 44,Aslaugorolfsdottir@jourrapide.com,Mazies,410 1993,6/12/1969,,B+
255,female,Agla,H,Halldórsdóttir,Austurstraeti 64,AglaHalldorsdottir@einrot.com,Firig1943,473 0226,11/5/1943,,B-
256,male,Dagfinnur,D,Hlöðversson,Merkigerði 28,DagfinnurHloversson@cuvox.de,Chring1963,471 3277,7/25/1963,,AB+
257,male,Adam,E,Erlendsson,Guðmundsson 8,AdamErlendsson@armyspy.com,Bants1958,420 7761,12/18/1958,,O+
258,female,Tinna,B,Kristjánsdóttir,Alfaskeid 78,TinnaKristjansdottir@gustr.com,Ationestreen80,418 7918,12/27/1980,,B+
259,female,Heiðrún,A,Harðardóttir,Laugarvegur 92,HeirunHarardottir@armyspy.com,Formuser,459 9030,2/6/1973,,O+
260,male,Bergmundur,F,Rósuson,Aðalstræti 89,BergmundurRosuson@dayrep.com,Theyel,437 2405,3/22/1930,,A+
261,male,Björgúlfur,R,Björgvinsson,Kringlan 29,BjorgulfurBjorgvinsson@einrot.com,Britheyettor,473 3227,1/19/1957,,O+
262,male,Atli,O,Grettisson,Hvanneyrarbraut 26,AtliGrettisson@fleckens.hu,Ounflux,433 1626,1/22/1994,,B+
263,male,Stefanía,H,Annýjarson,Skolavordustig 69,StefaniaAnnyjarson@cuvox.de,Clereatifich,450 2803,6/17/1971,,B+
264,male,Þór,R,Vilhjálmsson,Akurbraut 6,orVilhjalmsson@cuvox.de,Saidde,486 7364,10/17/1957,,O+
265,male,Hafsteinn,F,Magnason,Svarfaðarbraut 88,HafsteinnMagnason@rhyta.com,Sumanducke50,442 2619,5/5/1950,,O+
266,female,Íris,P,Sigmundsdóttir,Keflavíkurgata 91,IrisSigmundsdottir@superrito.com,Brabtleater,469 5375,12/19/1989,,B+
267,male,Grétar,E,Bogason,Laugarvegur 21,GretarBogason@jourrapide.com,Tening,440 3675,4/30/1976,,B+
268,female,Dýrleif,H,Þórólfsdóttir,Brekkustíg 98,Dyrleiforolfsdottir@superrito.com,Solockrapery,421 0401,12/16/1965,,A+
269,male,Boði,H,Hallsteinsson,Birkimelur 18,BoiHallsteinsson@armyspy.com,Tonglemus,419 4409,6/15/1985,,B+
270,female,Einara,G,Skúladóttir,Kringlan 87,EinaraSkuladottir@fleckens.hu,Froor1949,454 0568,12/15/1949,,O-
271,female,Sigrún,C,Kristjánsdóttir,Gránugata 58,SigrunKristjansdottir@armyspy.com,Sulde1938,422 4120,12/28/1938,,A+
272,male,Kristmann,I,Jónasson,Sunnubraut 93,KristmannJonasson@einrot.com,Objeck,477 2686,10/6/1965,,A+
273,male,Hugi,E,Þorvarðarson,Þórunnarstræti 31,Hugiorvararson@dayrep.com,Whant1944,483 5533,10/23/1944,,O+
274,male,Þórólfur,E,Snæbjörnsson,Skogarlond 80,orolfurSnaebjornsson@jourrapide.com,Finever,435 2935,4/4/1936,,O+
275,female,Oddný,E,Bryndísardóttir,Hlíðarvegur 85,OddnyBryndisardottir@armyspy.com,Octisher,432 0735,11/21/1970,,B+
276,male,Bergvin,P,Bjarnason,Armúli 50,BergvinBjarnason@rhyta.com,Quede1935,433 0602,4/3/1935,,B+
277,female,Gríma,D,Karlsdóttir,Þverbraut 1,GrimaKarlsdottir@jourrapide.com,Rallown91,461 6855,7/29/1991,,B+
278,male,Hjörtur,M,Rútsson,Reykjarhóli 22,HjorturRutsson@armyspy.com,Orythem,485 3447,2/26/1994,,B+
279,male,Finnbogi,G,Gottskálksson,Sigtuni 87,FinnbogiGottskalksson@rhyta.com,Dentelf,452 8333,2/3/1987,,A+
280,female,Rósalind,G,Grímsdóttir,Fjolnisgata 20,RosalindGrimsdottir@jourrapide.com,Theity,436 6425,7/3/1955,,O-
281,female,Gerður,Á,Oddgeirsdóttir,Hlíðarenda 35,GerurOddgeirsdottir@dayrep.com,Hathow,439 8770,1/14/1987,,AB+
282,female,Eva,E,Guðsteinsdóttir,Hamarstígur 4,EvaGusteinsdottir@dayrep.com,Whimmuz,448 8647,11/5/1931,,B+
283,male,Benedikt,S,Gunnarsson,Breidamork 71,BenediktGunnarsson@cuvox.de,Frally,468 8054,3/12/1934,,A+
284,female,Margrét,S,Stefánsdóttir,Austurgata 91,MargretStefansdottir@einrot.com,Supoed,471 2826,1/6/1947,,A+
285,male,Þorleifur,S,Vigfússon,Hraunás 10,orleifurVigfusson@superrito.com,Dawas1945,429 6502,10/21/1945,,O+
286,male,Þorbjörn,L,Gestsson,Álfabyggð 34,orbjornGestsson@armyspy.com,Tord1945,480 7450,11/16/1945,,B+
287,female,Árvök,M,Karlsdóttir,Garðavegur 57,ArvokKarlsdottir@dayrep.com,Fornamessits52,482 1157,3/4/1952,,AB+
288,female,Dóra,H,Sigmundsdóttir,Holtagata 23,DoraSigmundsdottir@superrito.com,Fixecition,464 7232,6/18/1932,,A+
289,male,Svanbjörn,Á,Ákason,Höfðagata 14,SvanbjornAkason@superrito.com,Emper1949,474 8992,7/2/1949,,O+
290,female,Hrefna,V,Harðardóttir,Norðurbraut 77,HrefnaHarardottir@cuvox.de,Enstives1950,459 9148,12/16/1950,,O+
291,male,Kjartan,H,Steinþórsson,Stórholt 29,KjartanSteinorsson@armyspy.com,Perainchis85,455 8804,7/19/1985,,A+
292,male,Kim,E,Bergsteinsson,Grundargötu 74,KimBergsteinsson@superrito.com,Sull1948,474 1065,10/30/1948,,O+
293,male,Ingimundur,R,Arthursson,Ólafsbraut 29,IngimundurArthursson@dayrep.com,Rento1981,417 6663,6/9/1981,,O+
294,female,Ásrún,K,Finnbogadóttir,Hagatorg 26,AsrunFinnbogadottir@superrito.com,Shaterent,414 2621,9/8/1989,,A+
295,male,Friðfinnur,E,Garðarsson,Nesvegur 31,FrifinnurGararsson@einrot.com,Aptir1959,465 9716,7/14/1959,,B+
296,female,Dýrleif,Ö,Garðarsdóttir,Breidamork 62,DyrleifGararsdottir@armyspy.com,Hoper1930,452 1973,6/19/1930,,A+
297,male,Hjörtur,D,Tryggvason,Sundlaugavegur 35,HjorturTryggvason@gustr.com,Betim1966,454 3349,10/6/1966,,O+
298,male,Unnþór,Á,Hrafnsson,Sundabakki 41,UnnorHrafnsson@armyspy.com,Tharres73,414 0606,2/4/1973,,O+
299,female,Emma,L,Matthíasdóttir,Hafnargata 32,EmmaMatthiasdottir@armyspy.com,Proorty,445 1443,7/18/1946,,B+
300,male,Percy,E,Ástvaldsson,Sundabakki 76,PercyAstvaldsson@gustr.com,Theizestooke,481 6491,8/26/1992,,O+
301,female,Linda,V,Ásgeirsdóttir,Klausturvegur 4,LindaAsgeirsdottir@superrito.com,Twerfell,468 7656,6/28/1937,,O+
302,female,Randi,Þ,Haraldsdóttir,Aðalgata 98,RandiHaraldsdottir@rhyta.com,Waime1973,461 4290,7/15/1973,,A+
303,male,Þorgrímur,R,Jóhannsson,Ægissiða 16,orgrimurJohannsson@einrot.com,Sprobve,457 9424,5/4/1942,,B+
304,male,Sæmundur,B,Áskelsson,Smáratún 84,SaemundurAskelsson@gustr.com,Weandstaid,481 8743,5/31/1933,,O+
305,female,Þóra,E,Þorkelsdóttir,Byggðavegur 21,oraorkelsdottir@superrito.com,Reemorted,460 9602,11/2/1956,,A+
306,male,Benedikt,K,Borgþórsson,Hafnarstræti 83,BenediktBorgorsson@jourrapide.com,Themplaboo,439 1905,6/15/1969,,A+
307,male,Nikulás,M,Guðmundarson,Lindargata 82,NikulasGumundarson@teleworm.us,Brisiong,432 6438,9/18/1984,,B+
308,male,Tryggvi,I,Kristófersson,Hvanneyrarbraut 78,TryggviKristofersson@gustr.com,Thoseltogs,429 4652,5/19/1977,,B+
309,male,Kristinn,B,Reynaldsson,Holtagata 50,KristinnReynaldsson@fleckens.hu,Loffiry,447 0680,4/29/1988,,A+
310,male,Númi,Þ,Kristínarson,Bjarkarstígur 73,NumiKristinarson@fleckens.hu,Terteory,446 6967,8/29/1935,,O+
311,female,Ilmur,E,Ingólfsdóttir,Skolavordustig 43,IlmurIngolfsdottir@gustr.com,Thoillody,448 4135,11/15/1987,,B+
312,male,Höskuldur,H,Brynjúlfsson,Lindargata 34,HoskuldurBrynjulfsson@teleworm.us,Swen1967,425 0146,12/9/1967,,O+
313,male,Siggeir,S,Hreggviðsson,Sunnubraut 24,SiggeirHreggvisson@rhyta.com,Nothen,462 4653,8/28/1941,,O+
314,female,Lilja,Á,Þorsteinsdóttir,Klausturvegur 6,Liljaorsteinsdottir@dayrep.com,Mostelf70,462 8303,3/19/1970,,O+
315,male,Örn,S,Vilbergsson,Dalbraut 7,OrnVilbergsson@fleckens.hu,Powitimery,478 9299,9/21/1984,,O+
316,female,Jenna,N,Hafsteinsdóttir,Bjarnarbraut 72,JennaHafsteinsdottir@teleworm.us,Smor1978,471 9589,11/16/1978,,A+
317,male,Ásgrímur,G,Þorsteinsson,Hrútafjörður 61,Asgrimurorsteinsson@gustr.com,Forejeces51,444 5423,7/13/1951,,O+
318,male,Hans,O,Alfreðsson,Nesvegur 37,HansAlfresson@einrot.com,Unhown1960,419 0015,1/28/1960,,O-
319,female,Þorgerður,L,Helgadóttir,Tryggvabraut 84,orgerurHelgadottir@teleworm.us,Beased1954,477 9302,7/30/1954,,B+
320,male,Friðþjófur,S,Klemenzson,Ægissidu 57,FrijofurKlemenzson@cuvox.de,Whounteet70,485 2586,7/13/1970,,B+
321,male,Rafn,D,Valdimarsson,Þjónustusvæði 17,RafnValdimarsson@armyspy.com,Maings,425 2895,9/10/1984,,O+
322,male,Örlygur,Ó,Guðþórsson,Ólafsbraut 56,OrlygurGuorsson@superrito.com,Rearld,454 9260,12/15/1979,,O+
323,male,Ívar,A,Kristbergsson,Gránugata 20,IvarKristbergsson@einrot.com,Coland71,439 2189,10/1/1971,,O+
324,female,Danfríður,Þ,Friðbjarnardóttir,Sudurlandsbraut 44,DanfriurFribjarnardottir@teleworm.us,Scrioned,453 7893,5/11/1979,,B+
325,male,Baldvin,P,Guðsteinsson,Hvítárbakka 14,BaldvinGusteinsson@jourrapide.com,Pridge64,482 6288,10/4/1964,,O+
326,female,Sigrún,B,Eyðfinnsdóttir,Árbraut 53,SigrunEyfinnsdottir@armyspy.com,Cive1971,452 1478,1/20/1971,,B+
327,male,Úlfar,S,Engilbertsson,Tryggvabraut 66,UlfarEngilbertsson@gustr.com,Whising,484 8209,9/11/1930,,O+
328,male,Sturla,H,Heiðreksson,Hverfisgata 17,SturlaHeireksson@rhyta.com,Sled1946,416 2486,1/30/1946,,B+
329,male,Björgvin,R,Margeirsson,Hvítárbakka 26,BjorgvinMargeirsson@rhyta.com,Themst,452 1546,8/27/1934,,O+
330,female,Svava,G,Jóhannsdóttir,Klausturvegi 93,SvavaJohannsdottir@cuvox.de,Harmang1949,418 6184,7/26/1949,,O+
331,male,Þormar,S,Rósuson,Vikurbraut 29,ormarRosuson@fleckens.hu,Arinue,411 9105,7/12/1956,,B+
332,male,Þorbjörn,V,Svavarsson,Höfðagata 61,orbjornSvavarsson@dayrep.com,Sposee,486 6698,12/28/1956,,O+
333,male,Heiðar,S,Sumarliðason,Gilsbakka 42,HeiarSumarliason@rhyta.com,Romer1982,418 7005,4/13/1982,,AB+
334,female,Ástrós,A,Gunnlaugsdóttir,Svarfaðarbraut 31,AstrosGunnlaugsdottir@superrito.com,Knorkmer1991,436 7583,4/6/1991,,O+
335,male,Marteinn,H,Hermannsson,Midvangur 24,MarteinnHermannsson@fleckens.hu,Melm1974,429 3005,6/23/1974,,B+
336,female,Karólína,Ó,Ingvarsdóttir,Bergstaðarstræti 71,KarolinaIngvarsdottir@einrot.com,Skeemake,454 6134,5/20/1984,,B+
337,male,Ástráður,E,Ágústsson,Gilsbakka 70,AstraurAgustsson@einrot.com,Whatilly,410 6535,6/23/1977,,A+
338,male,Kristján,E,Rútsson,Hafnarstræti 12,KristjanRutsson@gustr.com,Tordreptles,410 8959,8/24/1994,,A+
339,female,Birna,B,Jónsdóttir,Bjarnarbraut 46,BirnaJonsdottir@superrito.com,Beupok,483 7379,5/6/1984,,O+
340,male,Sigursteinn,Ó,Sigurþórsson,Heiðarbraut 23,SigursteinnSigurorsson@superrito.com,Corne1948,463 6625,7/7/1948,,O-
341,male,Ármann,L,Júlíusson,Túnbraut 6,ArmannJuliusson@teleworm.us,Souble35,440 9061,3/27/1935,,B+
342,male,Steingrímur,S,Kristmundsson,Hnjúkabyggð 98,SteingrimurKristmundsson@superrito.com,Emptandly,419 2022,9/20/1975,,A+
343,male,Þorgrímur,D,Bjartmarsson,Höfðastígur 79,orgrimurBjartmarsson@gustr.com,Poid1972,427 6480,8/4/1972,,O+
344,male,Hákon,V,Smárason,Hvítárbakka 5,HakonSmarason@teleworm.us,Coulart,449 6359,8/12/1949,,O+
345,male,Þórhallur,S,Sæmundsson,Bergstaðarstræti 15,orhallurSaemundsson@dayrep.com,Everavered,413 8973,7/13/1931,,O+
346,male,Klængur,V,Heiðarsson,Hagatorg 85,KlaengurHeiarsson@armyspy.com,Maturch,479 5789,8/5/1947,,O+
347,male,Ólafur,A,Þorbjarnarson,Brekkustíg 22,Olafurorbjarnarson@dayrep.com,Demose,453 1746,6/16/1967,,A+
348,male,Bjarni,M,Bernharðsson,Gardatorg 67,BjarniBernharsson@dayrep.com,Rabanowere1994,484 1545,6/10/1994,,O-
349,male,Gísli,G,Martinsson,Hamarstígur 11,GisliMartinsson@dayrep.com,Enis1993,469 8819,12/20/1993,,A+
350,male,Hjörtur,R,Tryggvason,Nordurvegur 58,HjorturTryggvason@dayrep.com,Frid1932,472 2626,1/25/1932,,A+
351,female,Árnína,O,Valtýsdóttir,Holtagata 23,ArninaValtysdottir@teleworm.us,Tweveseen44,417 7473,8/5/1944,,O+
352,female,Hansína,S,Jónasdóttir,Hafnarbraut 37,HansinaJonasdottir@rhyta.com,Leord1938,481 0073,4/14/1938,,O+
353,male,Rögnvaldur,H,Hjálmarsson,Geislagata 10,RognvaldurHjalmarsson@fleckens.hu,Suitessay,430 5432,7/1/1994,,B+
354,female,Elínbjörg,A,Pálmadóttir,Árbraut 62,ElinbjorgPalmadottir@superrito.com,Thower,410 7886,3/18/1964,,O-
355,male,Sigurjón,L,Ósvaldsson,Sunnubraut 13,SigurjonOsvaldsson@cuvox.de,Bance1988,447 1836,12/31/1988,,B+
356,female,Eyþóra,Á,Lúthersdóttir,Bjarkarstígur 64,EyoraLuthersdottir@cuvox.de,Ghte1979,428 8120,7/13/1979,,A+
357,male,Vilhjálmur,R,Gissurarson,Eikarlundur 57,VilhjalmurGissurarson@teleworm.us,Samplim,437 2115,1/5/1994,,B+
358,male,Sigursteinn,E,Skarphéðinsson,Egilsgata 87,SigursteinnSkarpheinsson@jourrapide.com,Trumsess,439 3380,1/26/1962,,A+
359,male,Óli,E,Unnsteinsson,Ráðhústorg 1,OliUnnsteinsson@teleworm.us,Grarnices,475 5145,11/5/1984,,B+
360,female,Alfa,Þ,Bragadóttir,Svarfaðarbraut 33,AlfaBragadottir@gustr.com,Anxing,434 2871,9/26/1949,,O+
361,female,Sigþóra,A,Björnsdóttir,Hlégerði 35,SigoraBjornsdottir@gustr.com,Slitil77,471 6500,3/2/1977,,O+
362,female,Sigríður,H,Valdimarsdóttir,Melum 65,SigriurValdimarsdottir@fleckens.hu,Sursee,412 4243,3/26/1941,,A+
363,male,Finnbogi,T,Ketilsson,Thverholt 41,FinnbogiKetilsson@superrito.com,Witimpat,425 0399,4/30/1936,,B-
364,female,Lóa,R,Óðinsdóttir,Gardabraut 4,LoaOinsdottir@teleworm.us,Arriess,430 3241,6/28/1943,,O+
365,female,Ingveldur,K,Eiríksdóttir,Hrútafjörður 92,IngveldurEiriksdottir@gustr.com,Comee1962,470 2224,10/2/1962,,A+
366,male,Bergþór,H,Hjálmtýsson,Strandgata 24,BergorHjalmtysson@einrot.com,Youseks1934,450 8256,3/15/1934,,B+
367,male,Sigtryggur,P,Arnfinnsson,Keflavíkurgata 25,SigtryggurArnfinnsson@jourrapide.com,Maingtoled,474 2422,2/28/1970,,O-
368,female,Elína,H,Magnúsdóttir,Þrúðvangur 89,ElinaMagnusdottir@superrito.com,Gunfoop,460 3351,11/15/1960,,A+
369,female,Randi,S,Björnsdóttir,Nesvegi 34,RandiBjornsdottir@jourrapide.com,Neason,427 8370,9/14/1955,,O+
370,male,Stefnir,H,Sæmundsson,Snorragata 66,StefnirSaemundsson@cuvox.de,Clus1945,471 2920,7/6/1945,,O+
371,male,Mattías,H,Ívarsson,Tungata 12,MattiasIvarsson@dayrep.com,Fortaked,449 6310,7/25/1945,,O+
372,female,Svanhildur,D,Snorradóttir,Eyrarodda 83,SvanhildurSnorradottir@jourrapide.com,Anambegazzle37,482 8636,5/17/1937,,B+
373,female,Agatha,G,Þorgrímsdóttir,Skolavordustig 1,Agathaorgrimsdottir@dayrep.com,Causubtlig82,419 1944,8/2/1982,,O-
374,female,Svanfríður,J,Hafsteinsdóttir,Borgarholtsbraut 19,SvanfriurHafsteinsdottir@fleckens.hu,Arger1968,416 6358,7/1/1968,,O+
375,female,Auður,S,Ásgeirsdóttir,Midhraun 25,AuurAsgeirsdottir@rhyta.com,Weetold,443 0425,4/3/1992,,B-
376,male,Hjalti,Á,Aðalsteinsson,Gránugata 33,HjaltiAalsteinsson@superrito.com,Grins1985,448 2599,3/19/1985,,B+
377,male,Jónmundur,K,Snorrason,Stórholt 1,JonmundurSnorrason@fleckens.hu,Wheirlemse,463 1492,8/6/1976,,A+
378,male,Heimir,E,Sigurþórsson,Svarfaðarbraut 84,HeimirSigurorsson@gustr.com,Houleaugh,464 8335,7/9/1966,,B+
379,male,Þengill,H,Diðriksson,Breidamork 14,engillDiriksson@einrot.com,Abight,438 8249,11/4/1971,,B+
380,female,Sigurbjört,I,Skúladóttir,Klausturvegur 98,SigurbjortSkuladottir@armyspy.com,Butied,453 3080,1/9/1962,,O+
381,male,Guðmundur,S,Bjarnason,Tungata 62,GumundurBjarnason@jourrapide.com,Theteras37,438 4833,7/17/1937,,A-
382,male,Bárður,D,Árnason,Hafnarbraut 9,BarurArnason@teleworm.us,Thomen66,446 9715,12/8/1966,,O+
383,female,Sóley,H,Lúthersdóttir,Naustavegur 70,SoleyLuthersdottir@teleworm.us,Woult1959,425 1316,2/14/1959,,B+
384,male,Ásgeir,G,Ágústsson,Vesturgata 96,AsgeirAgustsson@einrot.com,Dunneve,456 8766,4/19/1984,,A+
385,female,Silja,V,Böðvarsdóttir,Aðalstræti 27,SiljaBovarsdottir@rhyta.com,Landid,428 3668,12/26/1989,,O-
386,female,Hansína,S,Valtýsdóttir,Sundlaugavegur 40,HansinaValtysdottir@cuvox.de,Fliket,483 8674,8/11/1975,,O+
387,male,Búi,H,Einarsson,Ennisbraut 48,BuiEinarsson@dayrep.com,Spicionly,434 3137,1/9/1971,,O+
388,female,Evlalía,H,Ásgeirsdóttir,Kringlan 98,EvlaliaAsgeirsdottir@fleckens.hu,Odearme,451 0040,6/29/1984,,A+
389,female,Sigurrós,V,Bernódusdóttir,Fitjabraut 37,SigurrosBernodusdottir@armyspy.com,Incion1990,468 6384,10/23/1990,,O+
390,male,Logi,B,Brynjarsson,Keflavíkurgata 93,LogiBrynjarsson@jourrapide.com,Pencier,423 1853,2/17/1947,,B-
391,male,Guðlaugur,S,Þorgeirsson,Dalbraut 70,Gulaugurorgeirsson@cuvox.de,Squitive,459 2418,9/29/1948,,B+
392,male,Óli,O,Hrafnkelsson,Sunnubraut 61,OliHrafnkelsson@armyspy.com,Whent1969,482 1616,11/12/1969,,O+
